Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Bakuli Intersection,2026-06-04,13,Off-Peak,Day,320,331,14,12,3,2.9,2.41,0.53
Bakuli Intersection,2026-06-04,13,Off-Peak,Day,345,385,2,31,5,3.61,2.7,0.5
Bakuli Intersection,2026-06-04,13,Off-Peak,Day,294,435,16,30,0,2.52,1.9,0.51
Bakuli Intersection,2026-06-04,13,Off-Peak,Day,250,279,2,48,3,3.75,2.19,0.39
Bakuli Intersection,2026-06-04,14,Off-Peak,Day,300,246,7,14,5,4.33,2.56,0.42
Bakuli Intersection,2026-06-04,14,Off-Peak,Day,281,335,16,63,0,4.37,2.61,0.5
Bakuli Intersection,2026-06-04,14,Off-Peak,Day,265,322,23,43,0,2.75,2.83,0.39
Bakuli Intersection,2026-06-04,14,Off-Peak,Day,299,356,17,41,8,3.33,2.39,0.5
Bakuli Intersection,2026-06-04,15,Off-Peak,Day,267,357,15,28,1,3.26,2.32,0.5
Bakuli Intersection,2026-06-04,15,Off-Peak,Day,261,310,17,59,9,3.16,2.99,0.53
Bakuli Intersection,2026-06-04,15,Off-Peak,Day,250,224,2,62,2,2.84,2.78,0.37
Bakuli Intersection,2026-06-04,15,Off-Peak,Day,237,335,6,25,2,2.59,2.57,0.31
Bakuli Intersection,2026-06-04,16,Off-Peak,Day,344,445,2,52,12,2.87,2.72,0.68
Bakuli Intersection,2026-06-04,16,Off-Peak,Day,375,385,19,59,6,3.52,2.2,0.56
Bakuli Intersection,2026-06-04,16,Off-Peak,Day,399,460,4,45,9,3.01,2.4,0.54
Bakuli Intersection,2026-06-04,16,Off-Peak,Day,376,520,8,49,13,3.35,2.69,0.69
Bakuli Intersection,2026-06-04,17,Peak,Day,650,726,44,64,8,3.31,3.18,0.94
Bakuli Intersection,2026-06-04,17,Peak,Day,675,746,25,84,5,4.27,2.6,1.15
Bakuli Intersection,2026-06-04,17,Peak,Day,721,814,23,63,6,3.5,2.77,1.06
Bakuli Intersection,2026-06-04,17,Peak,Day,669,717,13,62,9,3.15,1.85,0.98
Bakuli Intersection,2026-06-04,18,Peak,Day,683,741,25,71,8,2.56,3.22,1.01
Bakuli Intersection,2026-06-04,18,Peak,Day,681,811,18,115,4,2.95,2.28,1.15
Bakuli Intersection,2026-06-04,18,Peak,Day,645,769,18,55,10,3.51,2.31,1.04
Bakuli Intersection,2026-06-04,18,Peak,Day,695,724,21,69,5,2.25,3.04,1.0
Bwaise Junction,2026-06-04,7,Peak,Day,682,764,16,55,4,4.18,2.49,1.18
Bwaise Junction,2026-06-04,7,Peak,Day,619,739,24,62,2,3.31,2.05,0.93
Bwaise Junction,2026-06-04,7,Peak,Day,603,690,21,81,8,3.74,2.69,0.97
Bwaise Junction,2026-06-04,7,Peak,Day,625,704,34,55,6,3.95,2.88,1.03
Bwaise Junction,2026-06-04,8,Peak,Day,750,728,10,89,7,2.63,2.97,1.13
Bwaise Junction,2026-06-04,8,Peak,Day,689,761,13,58,9,4.63,2.54,1.15
Bwaise Junction,2026-06-04,8,Peak,Day,720,821,33,75,9,3.01,2.47,1.17
Bwaise Junction,2026-06-04,8,Peak,Day,741,759,24,78,14,3.97,2.51,1.17
Bwaise Junction,2026-06-04,9,Off-Peak,Day,387,458,14,29,2,3.16,2.23,0.68
Bwaise Junction,2026-06-04,9,Off-Peak,Day,332,339,2,77,5,3.59,2.88,0.52
Bwaise Junction,2026-06-04,9,Off-Peak,Day,389,370,19,49,8,3.3,2.66,0.55
Bwaise Junction,2026-06-04,9,Off-Peak,Day,289,424,18,49,8,4.1,3.04,0.58
Bwaise Junction,2026-06-04,10,Off-Peak,Day,384,387,22,50,8,3.15,2.66,0.62
Bwaise Junction,2026-06-04,10,Off-Peak,Day,304,427,11,50,11,3.02,2.51,0.47
Bwaise Junction,2026-06-04,10,Off-Peak,Day,348,388,20,36,2,2.62,2.29,0.56
Bwaise Junction,2026-06-04,10,Off-Peak,Day,300,440,15,64,0,2.16,2.19,0.52
Bwaise Junction,2026-06-04,11,Off-Peak,Day,302,374,17,29,7,3.31,2.46,0.48
Bwaise Junction,2026-06-04,11,Off-Peak,Day,276,395,2,52,8,3.37,1.81,0.52
Bwaise Junction,2026-06-04,11,Off-Peak,Day,315,434,8,55,10,2.94,2.55,0.6
Bwaise Junction,2026-06-04,11,Off-Peak,Day,283,341,12,45,10,3.9,2.13,0.37
Bwaise Junction,2026-06-04,12,Off-Peak,Day,305,326,2,54,6,3.58,2.44,0.58
Bwaise Junction,2026-06-04,12,Off-Peak,Day,307,265,11,31,3,3.37,1.75,0.32
Bwaise Junction,2026-06-04,12,Off-Peak,Day,294,277,9,59,0,3.64,1.81,0.5
Bwaise Junction,2026-06-04,12,Off-Peak,Day,261,261,30,22,3,3.35,2.38,0.39
Bwaise Junction,2026-06-04,13,Off-Peak,Day,262,233,14,39,0,2.81,2.57,0.4
Bwaise Junction,2026-06-04,13,Off-Peak,Day,243,353,20,36,9,2.88,2.77,0.44
Bwaise Junction,2026-06-04,13,Off-Peak,Day,246,291,6,40,8,3.31,2.75,0.31
Bwaise Junction,2026-06-04,13,Off-Peak,Day,322,308,11,39,6,3.1,2.71,0.48
Bwaise Junction,2026-06-04,14,Off-Peak,Day,260,295,4,58,0,3.32,1.83,0.45
Bwaise Junction,2026-06-04,14,Off-Peak,Day,298,340,12,10,8,3.64,2.8,0.42
Bwaise Junction,2026-06-04,14,Off-Peak,Day,304,301,2,17,8,2.87,2.34,0.4
Bwaise Junction,2026-06-04,14,Off-Peak,Day,279,338,12,26,2,4.25,2.45,0.45
Bwaise Junction,2026-06-04,15,Off-Peak,Day,277,291,18,38,4,3.99,2.64,0.46
Bwaise Junction,2026-06-04,15,Off-Peak,Day,242,294,19,32,5,3.66,2.13,0.39
Bwaise Junction,2026-06-04,15,Off-Peak,Day,300,228,10,66,3,3.38,2.51,0.32
Bwaise Junction,2026-06-04,15,Off-Peak,Day,311,340,9,45,6,4.19,1.91,0.49
Bwaise Junction,2026-06-04,16,Off-Peak,Day,389,468,14,47,1,3.44,3.1,0.64
Bwaise Junction,2026-06-04,16,Off-Peak,Day,427,530,3,53,2,3.31,2.73,0.68
Bwaise Junction,2026-06-04,16,Off-Peak,Day,441,391,8,37,9,3.2,3.75,0.5
Bwaise Junction,2026-06-04,16,Off-Peak,Day,347,433,13,57,7,2.78,3.18,0.62
Bwaise Junction,2026-06-04,17,Peak,Day,671,701,24,87,7,2.83,2.1,1.04
Bwaise Junction,2026-06-04,17,Peak,Day,630,692,28,64,10,3.24,2.51,0.95
Bwaise Junction,2026-06-04,17,Peak,Day,594,740,7,62,11,3.66,3.23,1.02
Bwaise Junction,2026-06-04,17,Peak,Day,668,703,21,101,14,3.49,3.04,1.04
Bwaise Junction,2026-06-04,18,Peak,Day,623,761,21,72,8,2.44,2.59,0.98
Bwaise Junction,2026-06-04,18,Peak,Day,638,784,29,63,4,3.26,2.81,1.04
Bwaise Junction,2026-06-04,18,Peak,Day,694,805,16,71,11,3.84,2.92,1.05
Bwaise Junction,2026-06-04,18,Peak,Day,645,608,29,64,6,3.36,2.33,0.88
Natete Junction,2026-06-04,7,Peak,Day,756,864,21,92,6,3.07,2.64,1.17
Natete Junction,2026-06-04,7,Peak,Day,687,933,31,96,4,3.07,2.2,1.16
Natete Junction,2026-06-04,7,Peak,Day,725,848,29,97,5,3.48,1.78,1.24
Natete Junction,2026-06-04,7,Peak,Day,789,874,32,82,9,3.89,2.66,1.27
Natete Junction,2026-06-04,8,Peak,Day,865,1109,19,96,16,3.42,2.62,1.35
Natete Junction,2026-06-04,8,Peak,Day,821,992,30,102,7,3.73,2.14,1.35
Natete Junction,2026-06-04,8,Peak,Day,846,959,27,72,6,2.84,2.55,1.35
Natete Junction,2026-06-04,8,Peak,Day,923,1044,26,98,9,2.7,3.28,1.35
Natete Junction,2026-06-04,9,Off-Peak,Day,415,483,7,52,9,4.16,2.31,0.7
Natete Junction,2026-06-04,9,Off-Peak,Day,374,449,3,59,4,3.54,3.29,0.52
Natete Junction,2026-06-04,9,Off-Peak,Day,413,463,17,63,8,3.14,2.18,0.68
Natete Junction,2026-06-04,9,Off-Peak,Day,402,428,11,62,7,3.94,2.53,0.67
Natete Junction,2026-06-04,10,Off-Peak,Day,360,420,2,33,9,3.49,3.05,0.58
Natete Junction,2026-06-04,10,Off-Peak,Day,392,414,7,53,3,3.11,2.78,0.68
Natete Junction,2026-06-04,10,Off-Peak,Day,413,461,2,57,5,4.44,1.79,0.67
Natete Junction,2026-06-04,10,Off-Peak,Day,340,418,19,52,4,2.73,2.91,0.57
Natete Junction,2026-06-04,11,Off-Peak,Day,371,383,2,38,6,3.32,1.93,0.47
Natete Junction,2026-06-04,11,Off-Peak,Day,320,378,16,56,3,2.54,2.75,0.53
Natete Junction,2026-06-04,11,Off-Peak,Day,450,400,26,62,0,3.69,2.31,0.72
Natete Junction,2026-06-04,11,Off-Peak,Day,343,378,22,58,2,2.77,2.08,0.6
Natete Junction,2026-06-04,12,Off-Peak,Day,320,306,3,27,2,2.71,2.04,0.45
Natete Junction,2026-06-04,12,Off-Peak,Day,263,317,27,39,3,3.77,2.38,0.48
Natete Junction,2026-06-04,12,Off-Peak,Day,338,326,2,64,0,4.26,2.36,0.51
Natete Junction,2026-06-04,12,Off-Peak,Day,304,308,8,40,3,3.91,2.68,0.43
Natete Junction,2026-06-04,13,Off-Peak,Day,336,335,12,36,2,2.77,2.3,0.5
Natete Junction,2026-06-04,13,Off-Peak,Day,382,235,6,44,9,3.68,2.54,0.47
Natete Junction,2026-06-04,13,Off-Peak,Day,229,354,5,36,2,4.17,3.46,0.41
Natete Junction,2026-06-04,13,Off-Peak,Day,291,299,12,51,10,2.11,2.77,0.44
Natete Junction,2026-06-04,14,Off-Peak,Day,258,359,18,52,4,3.81,2.34,0.44
Natete Junction,2026-06-04,14,Off-Peak,Day,241,403,2,54,5,3.04,2.07,0.46
Natete Junction,2026-06-04,14,Off-Peak,Day,239,323,7,43,6,3.7,3.04,0.42
Natete Junction,2026-06-04,14,Off-Peak,Day,330,353,19,35,7,3.47,3.27,0.6
Natete Junction,2026-06-04,15,Off-Peak,Day,267,380,2,49,8,2.87,2.41,0.49
Natete Junction,2026-06-04,15,Off-Peak,Day,268,385,2,56,5,3.12,2.01,0.41
Natete Junction,2026-06-04,15,Off-Peak,Day,287,302,20,46,2,2.93,1.94,0.53
Natete Junction,2026-06-04,15,Off-Peak,Day,306,323,2,29,8,3.29,3.05,0.49
Natete Junction,2026-06-04,16,Off-Peak,Day,402,443,20,74,7,2.88,2.74,0.66
Natete Junction,2026-06-04,16,Off-Peak,Day,427,542,9,56,1,3.8,2.6,0.66
Natete Junction,2026-06-04,16,Off-Peak,Day,413,504,14,54,7,2.85,2.25,0.65
Natete Junction,2026-06-04,16,Off-Peak,Day,429,494,12,20,4,4.05,2.07,0.64
Natete Junction,2026-06-04,17,Peak,Day,851,846,29,84,5,2.9,2.21,1.23
Natete Junction,2026-06-04,17,Peak,Day,829,943,49,85,3,3.84,2.16,1.34
Natete Junction,2026-06-04,17,Peak,Day,824,973,35,74,4,4.02,1.77,1.3
Natete Junction,2026-06-04,17,Peak,Day,802,881,11,80,10,2.36,3.32,1.2
Natete Junction,2026-06-04,18,Peak,Day,762,943,20,75,7,3.84,2.37,1.27
Natete Junction,2026-06-04,18,Peak,Day,724,929,40,69,12,2.96,2.77,1.23
Natete Junction,2026-06-04,18,Peak,Day,822,858,35,74,8,3.67,1.69,1.24
Natete Junction,2026-06-04,18,Peak,Day,789,865,30,71,7,2.95,2.15,1.04
Wandegeya Junction,2026-06-05,7,Peak,Day,715,828,30,95,11,3.05,2.72,1.2
Wandegeya Junction,2026-06-05,7,Peak,Day,736,853,24,69,12,3.61,3.08,1.16
Wandegeya Junction,2026-06-05,7,Peak,Day,694,854,34,87,10,2.97,2.9,1.1
Wandegeya Junction,2026-06-05,7,Peak,Day,733,899,19,76,5,3.47,1.97,1.15
Wandegeya Junction,2026-06-05,8,Peak,Day,838,981,26,93,6,3.15,2.01,1.35
Wandegeya Junction,2026-06-05,8,Peak,Day,876,936,27,85,13,2.66,1.85,1.26
Wandegeya Junction,2026-06-05,8,Peak,Day,832,991,31,88,7,3.36,1.83,1.34
Wandegeya Junction,2026-06-05,8,Peak,Day,844,938,50,92,11,2.98,2.74,1.33
Wandegeya Junction,2026-06-05,9,Off-Peak,Day,351,484,16,60,8,3.31,2.63,0.7
Wandegeya Junction,2026-06-05,9,Off-Peak,Day,354,429,19,58,3,2.6,1.98,0.71
Wandegeya Junction,2026-06-05,9,Off-Peak,Day,404,386,23,64,10,4.6,1.81,0.61
Wandegeya Junction,2026-06-05,9,Off-Peak,Day,420,463,18,54,5,3.71,2.74,0.68
Wandegeya Junction,2026-06-05,10,Off-Peak,Day,325,397,20,42,4,3.35,3.54,0.59
Wandegeya Junction,2026-06-05,10,Off-Peak,Day,363,410,14,46,5,3.36,2.18,0.63
Wandegeya Junction,2026-06-05,10,Off-Peak,Day,345,409,5,68,1,3.37,1.77,0.56
Wandegeya Junction,2026-06-05,10,Off-Peak,Day,337,374,5,56,5,3.51,3.19,0.51
Wandegeya Junction,2026-06-05,11,Off-Peak,Day,274,407,25,49,5,3.36,2.56,0.5
Wandegeya Junction,2026-06-05,11,Off-Peak,Day,310,366,7,54,7,3.05,2.61,0.56
Wandegeya Junction,2026-06-05,11,Off-Peak,Day,382,382,19,48,5,3.2,2.8,0.52
Wandegeya Junction,2026-06-05,11,Off-Peak,Day,332,393,17,41,7,3.16,2.36,0.54
Wandegeya Junction,2026-06-05,12,Off-Peak,Day,269,346,9,38,9,2.85,2.53,0.54
Wandegeya Junction,2026-06-05,12,Off-Peak,Day,273,400,4,39,5,2.8,2.16,0.52
Wandegeya Junction,2026-06-05,12,Off-Peak,Day,253,206,2,49,10,2.59,2.24,0.37
Wandegeya Junction,2026-06-05,12,Off-Peak,Day,249,355,6,52,1,4.06,3.26,0.49
Wandegeya Junction,2026-06-05,13,Off-Peak,Day,266,448,33,40,2,3.01,2.66,0.56
Wandegeya Junction,2026-06-05,13,Off-Peak,Day,290,387,2,44,5,3.89,1.84,0.53
Wandegeya Junction,2026-06-05,13,Off-Peak,Day,289,342,15,57,1,2.33,2.28,0.43
Wandegeya Junction,2026-06-05,13,Off-Peak,Day,294,282,21,38,0,3.49,2.03,0.38
Wandegeya Junction,2026-06-05,14,Off-Peak,Day,301,345,19,42,7,3.47,2.73,0.53
Wandegeya Junction,2026-06-05,14,Off-Peak,Day,322,328,8,45,3,2.96,2.69,0.46
Wandegeya Junction,2026-06-05,14,Off-Peak,Day,344,291,21,61,3,2.85,2.56,0.53
Wandegeya Junction,2026-06-05,14,Off-Peak,Day,252,366,13,61,4,3.21,2.84,0.55
Wandegeya Junction,2026-06-05,15,Off-Peak,Day,383,395,2,41,0,2.58,2.68,0.58
Wandegeya Junction,2026-06-05,15,Off-Peak,Day,265,380,13,54,7,2.59,2.89,0.5
Wandegeya Junction,2026-06-05,15,Off-Peak,Day,249,389,8,69,4,3.35,2.35,0.6
Wandegeya Junction,2026-06-05,15,Off-Peak,Day,355,304,5,53,3,3.82,2.35,0.47
Wandegeya Junction,2026-06-05,16,Off-Peak,Day,457,534,11,70,4,3.34,2.63,0.72
Wandegeya Junction,2026-06-05,16,Off-Peak,Day,443,473,6,42,3,3.26,3.26,0.64
Wandegeya Junction,2026-06-05,16,Off-Peak,Day,388,479,16,58,7,3.9,2.49,0.68
Wandegeya Junction,2026-06-05,16,Off-Peak,Day,449,441,27,89,7,4.13,3.33,0.66
Wandegeya Junction,2026-06-05,17,Peak,Day,731,836,25,86,11,3.35,3.1,1.19
Wandegeya Junction,2026-06-05,17,Peak,Day,785,831,23,82,7,3.11,3.04,1.19
Wandegeya Junction,2026-06-05,17,Peak,Day,723,927,20,89,1,2.39,2.12,1.19
Wandegeya Junction,2026-06-05,17,Peak,Day,744,797,2,78,3,3.09,3.1,1.12
Wandegeya Junction,2026-06-05,18,Peak,Day,776,829,37,101,3,3.26,3.4,1.13
Wandegeya Junction,2026-06-05,18,Peak,Day,742,785,24,88,11,2.99,2.22,1.18
Wandegeya Junction,2026-06-05,18,Peak,Day,752,799,15,63,6,3.03,2.69,1.1
Wandegeya Junction,2026-06-05,18,Peak,Day,739,850,26,65,8,2.55,2.9,1.17
Kibuye Roundabout,2026-06-05,7,Peak,Day,840,988,22,92,8,3.77,2.77,1.33
Kibuye Roundabout,2026-06-05,7,Peak,Day,809,858,24,82,7,3.48,3.03,1.28
Kibuye Roundabout,2026-06-05,7,Peak,Day,876,920,23,90,3,2.31,2.39,1.33
Kibuye Roundabout,2026-06-05,7,Peak,Day,818,899,32,91,7,3.32,3.55,1.25
Kibuye Roundabout,2026-06-05,8,Peak,Day,970,1063,41,91,1,3.06,1.75,1.35
Kibuye Roundabout,2026-06-05,8,Peak,Day,860,1044,23,99,12,2.82,1.73,1.35
Kibuye Roundabout,2026-06-05,8,Peak,Day,885,1010,18,88,5,3.18,2.5,1.35
Kibuye Roundabout,2026-06-05,8,Peak,Day,888,1062,41,89,7,3.74,2.12,1.35
Kibuye Roundabout,2026-06-05,9,Off-Peak,Day,409,439,12,67,6,2.53,2.45,0.74
Kibuye Roundabout,2026-06-05,9,Off-Peak,Day,421,385,6,64,4,2.58,2.31,0.57
Kibuye Roundabout,2026-06-05,9,Off-Peak,Day,399,475,22,79,6,3.53,2.28,0.65
Kibuye Roundabout,2026-06-05,9,Off-Peak,Day,346,487,9,55,6,3.52,2.2,0.57
Kibuye Roundabout,2026-06-05,10,Off-Peak,Day,410,459,12,56,0,4.17,2.79,0.8
Kibuye Roundabout,2026-06-05,10,Off-Peak,Day,376,405,7,72,6,3.06,2.95,0.56
Kibuye Roundabout,2026-06-05,10,Off-Peak,Day,433,457,26,53,0,3.3,2.56,0.68
Kibuye Roundabout,2026-06-05,10,Off-Peak,Day,333,449,13,64,7,3.6,2.34,0.64
Kibuye Roundabout,2026-06-05,11,Off-Peak,Day,363,409,12,65,7,4.4,2.53,0.69
Kibuye Roundabout,2026-06-05,11,Off-Peak,Day,403,383,2,44,4,3.61,1.88,0.55
Kibuye Roundabout,2026-06-05,11,Off-Peak,Day,372,429,3,61,3,3.05,2.6,0.55
Kibuye Roundabout,2026-06-05,11,Off-Peak,Day,288,396,24,38,0,3.57,2.68,0.56
Kibuye Roundabout,2026-06-05,12,Off-Peak,Day,283,320,17,71,3,3.3,1.76,0.52
Kibuye Roundabout,2026-06-05,12,Off-Peak,Day,279,379,2,54,7,4.11,2.11,0.45
Kibuye Roundabout,2026-06-05,12,Off-Peak,Day,299,330,12,61,2,3.31,2.34,0.42
Kibuye Roundabout,2026-06-05,12,Off-Peak,Day,323,321,37,32,0,3.36,3.07,0.44
Kibuye Roundabout,2026-06-05,13,Off-Peak,Day,322,340,19,50,3,3.21,2.47,0.59
Kibuye Roundabout,2026-06-05,13,Off-Peak,Day,307,386,2,34,2,2.56,2.92,0.54
Kibuye Roundabout,2026-06-05,13,Off-Peak,Day,300,308,6,51,12,2.87,2.95,0.51
Kibuye Roundabout,2026-06-05,13,Off-Peak,Day,362,385,8,11,1,3.38,2.09,0.58
Kibuye Roundabout,2026-06-05,14,Off-Peak,Day,253,356,6,74,7,3.74,2.91,0.59
Kibuye Roundabout,2026-06-05,14,Off-Peak,Day,333,352,26,60,9,2.94,2.56,0.51
Kibuye Roundabout,2026-06-05,14,Off-Peak,Day,347,303,17,70,2,2.85,3.58,0.5
Kibuye Roundabout,2026-06-05,14,Off-Peak,Day,290,394,13,57,4,2.89,2.3,0.56
Kibuye Roundabout,2026-06-05,15,Off-Peak,Day,267,425,2,66,4,3.22,2.4,0.61
Kibuye Roundabout,2026-06-05,15,Off-Peak,Day,309,344,11,60,5,3.82,2.66,0.54
Kibuye Roundabout,2026-06-05,15,Off-Peak,Day,266,359,3,45,4,4.59,1.97,0.47
Kibuye Roundabout,2026-06-05,15,Off-Peak,Day,325,338,2,50,6,2.55,2.28,0.56
Kibuye Roundabout,2026-06-05,16,Off-Peak,Day,466,582,18,77,6,3.02,2.26,0.75
Kibuye Roundabout,2026-06-05,16,Off-Peak,Day,448,442,20,60,9,3.58,2.65,0.69
Kibuye Roundabout,2026-06-05,16,Off-Peak,Day,448,479,28,55,7,3.21,2.42,0.58
Kibuye Roundabout,2026-06-05,16,Off-Peak,Day,407,527,4,68,6,3.35,3.0,0.71
Kibuye Roundabout,2026-06-05,17,Peak,Day,792,1013,30,86,6,3.5,2.45,1.27
Kibuye Roundabout,2026-06-05,17,Peak,Day,830,914,42,92,10,3.64,2.48,1.31
Kibuye Roundabout,2026-06-05,17,Peak,Day,883,973,31,79,12,4.33,1.82,1.25
Kibuye Roundabout,2026-06-05,17,Peak,Day,841,942,24,93,4,3.01,2.62,1.33
Kibuye Roundabout,2026-06-05,18,Peak,Day,846,926,28,75,9,3.0,2.15,1.35
Kibuye Roundabout,2026-06-05,18,Peak,Day,841,981,34,70,2,2.92,2.47,1.3
Kibuye Roundabout,2026-06-05,18,Peak,Day,869,936,24,83,8,3.29,2.7,1.33
Kibuye Roundabout,2026-06-05,18,Peak,Day,892,939,23,65,8,3.63,3.38,1.29
Bakuli Intersection,2026-06-05,7,Peak,Day,692,695,17,78,5,2.75,2.79,0.99
Bakuli Intersection,2026-06-05,7,Peak,Day,681,730,31,91,5,3.53,2.06,0.95
Bakuli Intersection,2026-06-05,7,Peak,Day,667,789,31,89,4,3.26,3.12,1.06
Bakuli Intersection,2026-06-05,7,Peak,Day,659,784,18,65,8,4.41,1.96,0.98
Bakuli Intersection,2026-06-05,8,Peak,Day,754,927,23,65,14,3.51,2.11,1.27
Bakuli Intersection,2026-06-05,8,Peak,Day,730,901,31,69,8,2.81,2.8,1.17
Bakuli Intersection,2026-06-05,8,Peak,Day,798,779,30,93,16,4.25,2.39,1.16
Bakuli Intersection,2026-06-05,8,Peak,Day,745,892,15,70,7,3.3,2.73,1.22
Bakuli Intersection,2026-06-05,9,Off-Peak,Day,376,387,14,56,3,2.98,2.95,0.64
Bakuli Intersection,2026-06-05,9,Off-Peak,Day,367,385,10,41,0,3.14,2.58,0.5
Bakuli Intersection,2026-06-05,9,Off-Peak,Day,344,369,20,36,7,3.93,2.78,0.6
Bakuli Intersection,2026-06-05,9,Off-Peak,Day,419,418,17,61,5,2.96,2.5,0.57
Bakuli Intersection,2026-06-05,10,Off-Peak,Day,409,388,12,65,4,2.64,2.2,0.59
Bakuli Intersection,2026-06-05,10,Off-Peak,Day,342,422,16,53,4,3.25,2.97,0.68
Bakuli Intersection,2026-06-05,10,Off-Peak,Day,366,421,8,53,0,3.92,2.71,0.59
Bakuli Intersection,2026-06-05,10,Off-Peak,Day,281,355,15,56,6,3.23,2.66,0.55
Bakuli Intersection,2026-06-05,11,Off-Peak,Day,289,274,11,53,5,2.49,2.75,0.4
Bakuli Intersection,2026-06-05,11,Off-Peak,Day,343,439,9,22,3,4.03,1.85,0.55
Bakuli Intersection,2026-06-05,11,Off-Peak,Day,328,360,26,46,4,2.77,2.64,0.58
Bakuli Intersection,2026-06-05,11,Off-Peak,Day,297,467,8,53,7,2.59,3.2,0.63
Bakuli Intersection,2026-06-05,12,Off-Peak,Day,243,285,2,47,5,3.29,2.11,0.39
Bakuli Intersection,2026-06-05,12,Off-Peak,Day,295,331,2,59,2,3.16,2.98,0.51
Bakuli Intersection,2026-06-05,12,Off-Peak,Day,277,290,17,52,6,2.64,2.38,0.41
Bakuli Intersection,2026-06-05,12,Off-Peak,Day,310,259,21,26,8,3.55,2.25,0.37
Bakuli Intersection,2026-06-05,13,Off-Peak,Day,255,363,22,44,5,2.2,2.41,0.38
Bakuli Intersection,2026-06-05,13,Off-Peak,Day,243,274,11,49,6,3.69,2.03,0.4
Bakuli Intersection,2026-06-05,13,Off-Peak,Day,340,320,7,43,11,3.7,3.17,0.43
Bakuli Intersection,2026-06-05,13,Off-Peak,Day,312,278,7,34,5,3.86,3.13,0.48
Bakuli Intersection,2026-06-05,14,Off-Peak,Day,329,310,9,54,5,3.51,1.86,0.51
Bakuli Intersection,2026-06-05,14,Off-Peak,Day,291,256,2,53,7,2.74,3.05,0.44
Bakuli Intersection,2026-06-05,14,Off-Peak,Day,293,344,26,45,6,3.28,2.86,0.49
Bakuli Intersection,2026-06-05,14,Off-Peak,Day,238,319,28,29,9,2.58,2.76,0.4
Bakuli Intersection,2026-06-05,15,Off-Peak,Day,305,326,23,47,8,3.24,2.32,0.45
Bakuli Intersection,2026-06-05,15,Off-Peak,Day,271,362,2,49,6,3.56,2.18,0.48
Bakuli Intersection,2026-06-05,15,Off-Peak,Day,289,329,7,46,4,4.88,2.86,0.45
Bakuli Intersection,2026-06-05,15,Off-Peak,Day,274,300,13,40,5,2.52,2.25,0.34
Bakuli Intersection,2026-06-05,16,Off-Peak,Day,387,504,15,41,4,3.37,2.85,0.73
Bakuli Intersection,2026-06-05,16,Off-Peak,Day,371,441,30,56,0,3.74,2.72,0.6
Bakuli Intersection,2026-06-05,16,Off-Peak,Day,382,419,18,74,5,3.38,3.08,0.63
Bakuli Intersection,2026-06-05,16,Off-Peak,Day,350,397,21,66,6,3.81,2.57,0.56
Bakuli Intersection,2026-06-05,17,Peak,Day,712,756,24,92,5,4.02,1.95,1.13
Bakuli Intersection,2026-06-05,17,Peak,Day,725,817,21,71,5,3.89,2.03,1.18
Bakuli Intersection,2026-06-05,17,Peak,Day,693,796,14,69,10,2.24,2.33,1.06
Bakuli Intersection,2026-06-05,17,Peak,Day,675,724,24,51,6,3.93,2.98,1.07
Bakuli Intersection,2026-06-05,18,Peak,Day,644,790,17,81,9,2.87,2.49,0.96
Bakuli Intersection,2026-06-05,18,Peak,Day,712,776,27,77,8,3.46,2.53,1.14
Bakuli Intersection,2026-06-05,18,Peak,Day,688,790,21,76,9,3.43,2.24,1.16
Bakuli Intersection,2026-06-05,18,Peak,Day,637,727,31,77,9,3.11,2.26,0.96
Bwaise Junction,2026-06-05,7,Peak,Day,674,749,18,71,6,4.01,2.74,0.98
Bwaise Junction,2026-06-05,7,Peak,Day,666,718,16,67,9,3.13,2.55,0.98
Bwaise Junction,2026-06-05,7,Peak,Day,664,796,18,62,3,3.22,2.23,0.96
Bwaise Junction,2026-06-05,7,Peak,Day,646,657,24,49,8,3.09,1.84,0.96
Bwaise Junction,2026-06-05,8,Peak,Day,757,813,28,69,9,3.83,2.53,1.09
Bwaise Junction,2026-06-05,8,Peak,Day,702,820,10,75,8,3.58,2.24,1.05
Bwaise Junction,2026-06-05,8,Peak,Day,699,841,7,74,14,3.47,2.45,1.15
Bwaise Junction,2026-06-05,8,Peak,Day,703,789,24,85,6,2.74,3.32,1.05
Bwaise Junction,2026-06-05,9,Off-Peak,Day,362,353,16,60,5,2.81,2.56,0.56
Bwaise Junction,2026-06-05,9,Off-Peak,Day,325,425,8,34,7,2.86,2.17,0.59
Bwaise Junction,2026-06-05,9,Off-Peak,Day,361,389,10,58,11,2.44,2.83,0.55
Bwaise Junction,2026-06-05,9,Off-Peak,Day,365,352,25,51,2,2.62,2.38,0.58
Bwaise Junction,2026-06-05,10,Off-Peak,Day,338,361,3,52,5,3.61,2.48,0.47
Bwaise Junction,2026-06-05,10,Off-Peak,Day,412,395,3,48,9,3.23,2.64,0.69
Bwaise Junction,2026-06-05,10,Off-Peak,Day,329,368,3,52,6,3.42,2.02,0.55
Bwaise Junction,2026-06-05,10,Off-Peak,Day,315,364,4,62,2,3.78,2.38,0.5
Bwaise Junction,2026-06-05,11,Off-Peak,Day,311,366,14,44,7,3.12,2.62,0.43
