Intersection,Date,Hour,Period,Weather,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks
Wandegeya Junction,2026-06-04,10,Off-Peak,Dry,145,265,43,68,9
Wandegeya Junction,2026-06-04,10,Off-Peak,Dry,391,628,87,170,10
Wandegeya Junction,2026-06-04,10,Off-Peak,Dry,292,295,65,142,12
Wandegeya Junction,2026-06-04,10,Off-Peak,Dry,183,264,53,73,5
Wandegeya Junction,2026-06-04,11,Off-Peak,Dry,274,555,89,88,8
Wandegeya Junction,2026-06-04,11,Off-Peak,Dry,202,401,56,85,6
Wandegeya Junction,2026-06-04,11,Off-Peak,Dry,255,298,66,113,19
Wandegeya Junction,2026-06-04,11,Off-Peak,Dry,192,298,61,59,14
Wandegeya Junction,2026-06-04,12,Off-Peak,Dry,242,418,64,105,12
Wandegeya Junction,2026-06-04,12,Off-Peak,Dry,281,294,65,118,12
Wandegeya Junction,2026-06-04,12,Off-Peak,Dry,294,489,70,130,14
Wandegeya Junction,2026-06-04,12,Off-Peak,Dry,226,378,77,98,6
Wandegeya Junction,2026-06-04,13,Off-Peak,Dry,228,413,79,112,11
Wandegeya Junction,2026-06-04,13,Off-Peak,Dry,207,466,56,85,11
Wandegeya Junction,2026-06-04,13,Off-Peak,Dry,288,371,80,105,7
Wandegeya Junction,2026-06-04,13,Off-Peak,Dry,272,451,75,103,21
Wandegeya Junction,2026-06-04,14,Off-Peak,Dry,366,424,88,131,22
Wandegeya Junction,2026-06-04,14,Off-Peak,Dry,167,261,54,65,7
Wandegeya Junction,2026-06-04,14,Off-Peak,Dry,184,317,58,84,13
Wandegeya Junction,2026-06-04,14,Off-Peak,Dry,373,465,91,148,16
Wandegeya Junction,2026-06-04,15,Off-Peak,Dry,265,426,77,103,19
Wandegeya Junction,2026-06-04,15,Off-Peak,Dry,188,415,51,65,5
Wandegeya Junction,2026-06-04,15,Off-Peak,Dry,261,583,88,100,10
Wandegeya Junction,2026-06-04,15,Off-Peak,Dry,342,447,98,117,19
Wandegeya Junction,2026-06-04,16,Peak,Dry,473,1231,183,199,24
Wandegeya Junction,2026-06-04,16,Peak,Dry,512,900,169,195,24
Wandegeya Junction,2026-06-04,16,Peak,Dry,612,689,165,232,43
Wandegeya Junction,2026-06-04,16,Peak,Dry,596,898,197,260,33
Wandegeya Junction,2026-06-04,17,Peak,Dry,606,1217,219,185,27
Wandegeya Junction,2026-06-04,17,Peak,Dry,619,1105,211,277,16
Wandegeya Junction,2026-06-04,17,Peak,Dry,513,715,146,199,20
Wandegeya Junction,2026-06-04,17,Peak,Dry,696,1137,221,228,52
Wandegeya Junction,2026-06-04,18,Peak,Dry,575,952,194,246,16
Wandegeya Junction,2026-06-04,18,Peak,Dry,553,910,164,224,18
Wandegeya Junction,2026-06-04,18,Peak,Dry,560,1155,193,267,41
Wandegeya Junction,2026-06-04,18,Peak,Dry,516,1029,150,200,13
Wandegeya Junction,2026-06-04,19,Off-Peak,Dry,596,1213,195,179,36
Wandegeya Junction,2026-06-04,19,Off-Peak,Dry,456,1098,144,147,33
Wandegeya Junction,2026-06-04,19,Off-Peak,Dry,566,1164,131,177,16
Wandegeya Junction,2026-06-04,19,Off-Peak,Dry,779,1434,236,298,47
Wandegeya Junction,2026-06-04,20,Off-Peak,Dry,317,570,71,137,25
Wandegeya Junction,2026-06-04,20,Off-Peak,Dry,160,329,48,76,8
Wandegeya Junction,2026-06-04,20,Off-Peak,Dry,324,590,96,156,8
Wandegeya Junction,2026-06-04,20,Off-Peak,Dry,256,396,60,76,15
Wandegeya Junction,2026-06-04,21,Off-Peak,Dry,186,284,61,59,10
Wandegeya Junction,2026-06-04,21,Off-Peak,Dry,238,553,70,97,15
Wandegeya Junction,2026-06-04,21,Off-Peak,Dry,155,321,53,52,11
Wandegeya Junction,2026-06-04,21,Off-Peak,Dry,270,429,63,90,9
Wandegeya Junction,2026-06-05,6,Off-Peak,Dry,195,493,61,86,12
Wandegeya Junction,2026-06-05,6,Off-Peak,Dry,304,541,84,91,14
Wandegeya Junction,2026-06-05,6,Off-Peak,Dry,262,542,105,121,6
Wandegeya Junction,2026-06-05,6,Off-Peak,Dry,293,312,76,101,15
Wandegeya Junction,2026-06-05,7,Peak,Dry,564,1124,125,209,38
Wandegeya Junction,2026-06-05,7,Peak,Dry,589,1455,177,224,18
Wandegeya Junction,2026-06-05,7,Peak,Dry,605,836,153,236,40
Wandegeya Junction,2026-06-05,7,Peak,Dry,515,848,136,189,16
Wandegeya Junction,2026-06-05,8,Peak,Dry,729,819,210,350,43
Wandegeya Junction,2026-06-05,8,Peak,Dry,656,1041,137,219,22
Wandegeya Junction,2026-06-05,8,Peak,Dry,780,999,153,387,18
Wandegeya Junction,2026-06-05,8,Peak,Dry,666,890,186,278,20
Wandegeya Junction,2026-06-05,9,Off-Peak,Dry,766,1080,226,328,51
Wandegeya Junction,2026-06-05,9,Off-Peak,Dry,623,1400,161,193,42
Wandegeya Junction,2026-06-05,9,Off-Peak,Dry,700,1292,190,264,17
Wandegeya Junction,2026-06-05,9,Off-Peak,Dry,465,1184,150,232,14
Wandegeya Junction,2026-06-05,10,Off-Peak,Dry,183,351,59,84,6
Wandegeya Junction,2026-06-05,10,Off-Peak,Dry,264,508,76,126,10
Wandegeya Junction,2026-06-05,10,Off-Peak,Dry,230,495,68,106,8
Wandegeya Junction,2026-06-05,10,Off-Peak,Dry,293,394,83,142,8
Wandegeya Junction,2026-06-05,11,Off-Peak,Dry,259,437,72,122,7
Wandegeya Junction,2026-06-05,11,Off-Peak,Dry,182,267,59,78,7
Wandegeya Junction,2026-06-05,11,Off-Peak,Dry,263,620,81,115,9
Wandegeya Junction,2026-06-05,11,Off-Peak,Dry,163,313,46,79,11
Wandegeya Junction,2026-06-05,12,Off-Peak,Dry,264,422,78,103,7
Wandegeya Junction,2026-06-05,12,Off-Peak,Dry,256,633,77,123,9
Wandegeya Junction,2026-06-05,12,Off-Peak,Dry,276,597,79,132,19
Wandegeya Junction,2026-06-05,12,Off-Peak,Dry,208,284,50,101,9
Wandegeya Junction,2026-06-05,13,Off-Peak,Dry,216,435,64,106,4
Wandegeya Junction,2026-06-05,13,Off-Peak,Dry,228,408,46,88,17
Wandegeya Junction,2026-06-05,13,Off-Peak,Dry,187,416,48,93,10
Wandegeya Junction,2026-06-05,13,Off-Peak,Dry,329,453,78,124,7
Wandegeya Junction,2026-06-05,14,Off-Peak,Dry,283,507,78,137,15
Wandegeya Junction,2026-06-05,14,Off-Peak,Dry,187,315,44,57,11
Wandegeya Junction,2026-06-05,14,Off-Peak,Dry,251,542,85,101,7
Wandegeya Junction,2026-06-05,14,Off-Peak,Dry,215,478,76,82,13
Wandegeya Junction,2026-06-05,15,Off-Peak,Dry,295,503,74,137,17
Wandegeya Junction,2026-06-05,15,Off-Peak,Dry,252,355,51,76,11
Wandegeya Junction,2026-06-05,15,Off-Peak,Dry,249,376,79,110,17
Wandegeya Junction,2026-06-05,15,Off-Peak,Dry,352,443,104,141,22
Wandegeya Junction,2026-06-05,16,Peak,Dry,601,1164,208,231,41
Wandegeya Junction,2026-06-05,16,Peak,Dry,732,1314,189,241,19
Wandegeya Junction,2026-06-05,16,Peak,Dry,452,720,137,169,33
Wandegeya Junction,2026-06-05,16,Peak,Dry,466,1135,142,196,29
Wandegeya Junction,2026-06-05,17,Peak,Dry,561,936,131,219,15
Wandegeya Junction,2026-06-05,17,Peak,Dry,558,1082,222,226,20
Wandegeya Junction,2026-06-05,17,Peak,Dry,713,1050,184,333,36
Wandegeya Junction,2026-06-05,17,Peak,Dry,687,1082,169,279,43
Wandegeya Junction,2026-06-05,18,Peak,Dry,695,693,190,319,31
Wandegeya Junction,2026-06-05,18,Peak,Dry,517,891,206,160,38
Wandegeya Junction,2026-06-05,18,Peak,Dry,531,804,172,168,15
Wandegeya Junction,2026-06-05,18,Peak,Dry,726,1271,207,330,31
Wandegeya Junction,2026-06-05,19,Off-Peak,Dry,693,909,186,292,39
Wandegeya Junction,2026-06-05,19,Off-Peak,Dry,653,934,169,278,35
Wandegeya Junction,2026-06-05,19,Off-Peak,Dry,458,913,173,188,9
Wandegeya Junction,2026-06-05,19,Off-Peak,Dry,658,1346,180,229,46
Wandegeya Junction,2026-06-05,20,Off-Peak,Dry,264,455,73,81,17
Wandegeya Junction,2026-06-05,20,Off-Peak,Dry,258,486,70,91,19
Wandegeya Junction,2026-06-05,20,Off-Peak,Dry,338,548,92,118,15
Wandegeya Junction,2026-06-05,20,Off-Peak,Dry,252,484,71,79,5
Wandegeya Junction,2026-06-05,21,Off-Peak,Dry,273,392,97,126,19
Wandegeya Junction,2026-06-05,21,Off-Peak,Dry,255,437,67,88,17
Wandegeya Junction,2026-06-05,21,Off-Peak,Dry,240,398,73,81,14
Wandegeya Junction,2026-06-05,21,Off-Peak,Dry,234,466,86,100,12
Wandegeya Junction,2026-06-06,6,Off-Peak,Dry,190,406,64,72,12
Wandegeya Junction,2026-06-06,6,Off-Peak,Dry,234,388,64,74,6
Wandegeya Junction,2026-06-06,6,Off-Peak,Dry,296,451,101,146,10
Wandegeya Junction,2026-06-06,6,Off-Peak,Dry,196,325,60,90,11
Wandegeya Junction,2026-06-06,7,Peak,Dry,589,1156,208,213,47
Wandegeya Junction,2026-06-06,7,Peak,Dry,551,842,208,201,39
Wandegeya Junction,2026-06-06,7,Peak,Dry,474,942,167,156,18
Wandegeya Junction,2026-06-06,7,Peak,Dry,784,1171,207,329,42
Wandegeya Junction,2026-06-06,8,Peak,Dry,588,1220,141,259,15
Wandegeya Junction,2026-06-06,8,Peak,Dry,535,780,195,196,35
Wandegeya Junction,2026-06-06,8,Peak,Dry,675,914,171,243,14
Wandegeya Junction,2026-06-06,8,Peak,Dry,553,770,129,183,33
Wandegeya Junction,2026-06-06,9,Off-Peak,Dry,661,1072,188,322,47
Wandegeya Junction,2026-06-06,9,Off-Peak,Dry,508,752,196,165,24
Wandegeya Junction,2026-06-06,9,Off-Peak,Dry,510,799,159,171,35
Wandegeya Junction,2026-06-06,9,Off-Peak,Dry,740,930,203,302,21
Wandegeya Junction,2026-06-06,10,Off-Peak,Dry,190,430,53,73,12
Wandegeya Junction,2026-06-06,10,Off-Peak,Dry,223,350,81,95,11
Wandegeya Junction,2026-06-06,10,Off-Peak,Dry,237,571,78,87,9
Wandegeya Junction,2026-06-06,10,Off-Peak,Dry,206,415,60,100,9
Wandegeya Junction,2026-06-06,11,Off-Peak,Dry,314,500,70,121,17
Wandegeya Junction,2026-06-06,11,Off-Peak,Dry,278,425,92,111,18
Wandegeya Junction,2026-06-06,11,Off-Peak,Dry,197,386,57,64,11
Wandegeya Junction,2026-06-06,11,Off-Peak,Dry,196,365,63,59,6
Wandegeya Junction,2026-06-06,12,Off-Peak,Dry,254,331,82,122,11
Wandegeya Junction,2026-06-06,12,Off-Peak,Dry,269,508,81,86,8
Wandegeya Junction,2026-06-06,12,Off-Peak,Dry,209,393,66,96,5
Wandegeya Junction,2026-06-06,12,Off-Peak,Dry,228,297,55,100,10
Wandegeya Junction,2026-06-06,13,Off-Peak,Dry,166,242,50,63,9
Wandegeya Junction,2026-06-06,13,Off-Peak,Dry,280,678,84,103,18
Wandegeya Junction,2026-06-06,13,Off-Peak,Dry,248,459,78,120,19
Wandegeya Junction,2026-06-06,13,Off-Peak,Dry,175,451,64,59,3
Wandegeya Junction,2026-06-06,14,Off-Peak,Dry,232,498,76,79,14
Wandegeya Junction,2026-06-06,14,Off-Peak,Dry,305,359,77,95,17
Wandegeya Junction,2026-06-06,14,Off-Peak,Dry,187,401,70,91,9
Wandegeya Junction,2026-06-06,14,Off-Peak,Dry,223,469,76,99,7
Wandegeya Junction,2026-06-06,15,Off-Peak,Dry,147,384,51,55,6
Wandegeya Junction,2026-06-06,15,Off-Peak,Dry,380,570,81,133,18
Wandegeya Junction,2026-06-06,15,Off-Peak,Dry,217,240,47,76,7
Wandegeya Junction,2026-06-06,15,Off-Peak,Dry,320,534,100,154,17
Wandegeya Junction,2026-06-06,16,Peak,Dry,622,1123,179,274,43
Wandegeya Junction,2026-06-06,16,Peak,Dry,761,1318,193,315,56
Wandegeya Junction,2026-06-06,16,Peak,Dry,598,1231,159,224,35
Wandegeya Junction,2026-06-06,16,Peak,Dry,621,1231,195,305,22
Wandegeya Junction,2026-06-06,17,Peak,Dry,725,1040,179,308,38
Wandegeya Junction,2026-06-06,17,Peak,Dry,631,811,137,237,48
Wandegeya Junction,2026-06-06,17,Peak,Dry,749,824,219,300,31
Wandegeya Junction,2026-06-06,17,Peak,Dry,568,914,200,235,42
Wandegeya Junction,2026-06-06,18,Peak,Dry,703,1240,163,284,49
Wandegeya Junction,2026-06-06,18,Peak,Dry,500,1029,149,163,25
Wandegeya Junction,2026-06-06,18,Peak,Dry,803,1125,203,257,38
Wandegeya Junction,2026-06-06,18,Peak,Dry,620,1293,169,189,39
Wandegeya Junction,2026-06-06,19,Off-Peak,Dry,743,838,176,297,57
Wandegeya Junction,2026-06-06,19,Off-Peak,Dry,676,774,182,262,30
Wandegeya Junction,2026-06-06,19,Off-Peak,Dry,763,889,213,259,38
Wandegeya Junction,2026-06-06,19,Off-Peak,Dry,703,1333,188,316,18
Wandegeya Junction,2026-06-06,20,Off-Peak,Dry,318,478,98,115,7
Wandegeya Junction,2026-06-06,20,Off-Peak,Dry,279,436,95,93,7
Wandegeya Junction,2026-06-06,20,Off-Peak,Dry,253,540,85,76,9
Wandegeya Junction,2026-06-06,20,Off-Peak,Dry,290,443,92,128,6
Wandegeya Junction,2026-06-06,21,Off-Peak,Dry,179,369,58,59,13
Wandegeya Junction,2026-06-06,21,Off-Peak,Dry,272,553,81,105,7
Wandegeya Junction,2026-06-06,21,Off-Peak,Dry,164,254,58,64,11
Wandegeya Junction,2026-06-06,21,Off-Peak,Dry,275,316,78,132,7
Wandegeya Junction,2026-06-07,6,Off-Peak,Dry,344,518,81,152,11
Wandegeya Junction,2026-06-07,6,Off-Peak,Dry,170,289,65,62,10
Wandegeya Junction,2026-06-07,6,Off-Peak,Dry,254,379,75,116,15
Wandegeya Junction,2026-06-07,6,Off-Peak,Dry,231,341,76,107,15
Wandegeya Junction,2026-06-07,7,Peak,Dry,602,694,151,255,19
Wandegeya Junction,2026-06-07,7,Peak,Dry,491,695,180,182,36
Wandegeya Junction,2026-06-07,7,Peak,Dry,738,1416,163,315,23
Wandegeya Junction,2026-06-07,7,Peak,Dry,573,808,148,252,25
Wandegeya Junction,2026-06-07,8,Peak,Dry,589,1119,201,220,27
Wandegeya Junction,2026-06-07,8,Peak,Dry,481,772,138,181,18
Wandegeya Junction,2026-06-07,8,Peak,Dry,563,1090,135,274,22
Wandegeya Junction,2026-06-07,8,Peak,Dry,684,1311,181,315,42
Wandegeya Junction,2026-06-07,9,Off-Peak,Dry,600,1346,176,299,12
Wandegeya Junction,2026-06-07,9,Off-Peak,Dry,615,1242,178,301,30
Wandegeya Junction,2026-06-07,9,Off-Peak,Dry,610,892,186,255,48
Wandegeya Junction,2026-06-07,9,Off-Peak,Dry,506,960,142,161,24
Wandegeya Junction,2026-06-07,10,Off-Peak,Dry,253,314,58,83,18
Wandegeya Junction,2026-06-07,10,Off-Peak,Dry,315,547,72,122,21
Wandegeya Junction,2026-06-07,10,Off-Peak,Dry,290,441,62,136,15
Wandegeya Junction,2026-06-07,10,Off-Peak,Dry,237,564,93,77,15
Wandegeya Junction,2026-06-07,11,Off-Peak,Dry,280,528,76,99,16
Wandegeya Junction,2026-06-07,11,Off-Peak,Dry,380,577,80,171,23
Wandegeya Junction,2026-06-07,11,Off-Peak,Dry,201,503,71,67,6
Wandegeya Junction,2026-06-07,11,Off-Peak,Dry,183,368,53,67,13
Wandegeya Junction,2026-06-07,12,Off-Peak,Dry,212,316,58,93,5
Wandegeya Junction,2026-06-07,12,Off-Peak,Dry,200,341,50,65,11
Wandegeya Junction,2026-06-07,12,Off-Peak,Dry,327,687,91,115,9
Wandegeya Junction,2026-06-07,12,Off-Peak,Dry,233,389,55,110,5
Wandegeya Junction,2026-06-07,13,Off-Peak,Dry,206,389,59,91,15
Wandegeya Junction,2026-06-07,13,Off-Peak,Dry,323,604,92,99,8
Wandegeya Junction,2026-06-07,13,Off-Peak,Dry,304,412,65,133,23
Wandegeya Junction,2026-06-07,13,Off-Peak,Dry,268,455,77,85,13
Wandegeya Junction,2026-06-07,14,Off-Peak,Dry,208,251,58,97,4
Wandegeya Junction,2026-06-07,14,Off-Peak,Dry,322,378,73,99,14
Wandegeya Junction,2026-06-07,14,Off-Peak,Dry,271,669,89,90,20
Wandegeya Junction,2026-06-07,14,Off-Peak,Dry,228,289,59,108,16
Wandegeya Junction,2026-06-07,15,Off-Peak,Dry,181,401,66,64,6
Wandegeya Junction,2026-06-07,15,Off-Peak,Dry,284,515,74,88,6
Wandegeya Junction,2026-06-07,15,Off-Peak,Dry,264,371,84,101,18
Wandegeya Junction,2026-06-07,15,Off-Peak,Dry,192,356,43,89,14
Wandegeya Junction,2026-06-07,16,Peak,Dry,620,1120,209,255,46
Wandegeya Junction,2026-06-07,16,Peak,Dry,569,1371,207,200,29
Wandegeya Junction,2026-06-07,16,Peak,Dry,665,1134,165,250,27
Wandegeya Junction,2026-06-07,16,Peak,Dry,489,850,168,234,30
Wandegeya Junction,2026-06-07,17,Peak,Dry,557,744,197,193,34
Wandegeya Junction,2026-06-07,17,Peak,Dry,708,1203,151,329,43
Wandegeya Junction,2026-06-07,17,Peak,Dry,695,1085,193,310,15
Wandegeya Junction,2026-06-07,17,Peak,Dry,658,1116,131,270,51
Wandegeya Junction,2026-06-07,18,Peak,Dry,751,969,192,348,42
Wandegeya Junction,2026-06-07,18,Peak,Dry,616,842,144,240,41
Wandegeya Junction,2026-06-07,18,Peak,Dry,501,1153,172,152,31
Wandegeya Junction,2026-06-07,18,Peak,Dry,693,1343,197,245,22
Wandegeya Junction,2026-06-07,19,Off-Peak,Dry,582,1092,158,235,19
Wandegeya Junction,2026-06-07,19,Off-Peak,Dry,675,1072,168,320,24
Wandegeya Junction,2026-06-07,19,Off-Peak,Dry,781,1427,181,289,28
Wandegeya Junction,2026-06-07,19,Off-Peak,Dry,648,1088,159,295,16
Wandegeya Junction,2026-06-07,20,Off-Peak,Dry,316,565,74,155,14
Wandegeya Junction,2026-06-07,20,Off-Peak,Dry,286,296,58,136,22
Wandegeya Junction,2026-06-07,20,Off-Peak,Dry,231,557,85,91,7
Wandegeya Junction,2026-06-07,20,Off-Peak,Dry,266,461,61,113,8
Wandegeya Junction,2026-06-07,21,Off-Peak,Dry,356,459,86,159,24
Wandegeya Junction,2026-06-07,21,Off-Peak,Dry,231,285,70,82,12
Wandegeya Junction,2026-06-07,21,Off-Peak,Dry,176,334,48,54,10
Wandegeya Junction,2026-06-07,21,Off-Peak,Dry,187,378,59,64,9
Wandegeya Junction,2026-06-08,6,Off-Peak,Dry,350,450,100,130,14
Wandegeya Junction,2026-06-08,6,Off-Peak,Dry,325,489,75,98,22
Wandegeya Junction,2026-06-08,6,Off-Peak,Dry,341,562,95,131,21
Wandegeya Junction,2026-06-08,6,Off-Peak,Dry,265,385,71,95,17
Wandegeya Junction,2026-06-08,7,Peak,Dry,607,1310,200,293,37
Wandegeya Junction,2026-06-08,7,Peak,Dry,538,1025,154,169,31
Wandegeya Junction,2026-06-08,7,Peak,Dry,812,1148,216,244,28
Wandegeya Junction,2026-06-08,7,Peak,Dry,806,1436,203,379,36
Wandegeya Junction,2026-06-08,8,Peak,Dry,508,1252,164,209,24
Wandegeya Junction,2026-06-08,8,Peak,Dry,541,1166,156,251,14
Wandegeya Junction,2026-06-08,8,Peak,Dry,636,1078,213,241,40
Wandegeya Junction,2026-06-08,8,Peak,Dry,637,1188,164,272,14
Wandegeya Junction,2026-06-08,9,Off-Peak,Dry,569,1109,193,181,15
Wandegeya Junction,2026-06-08,9,Off-Peak,Dry,520,1042,156,238,26
Wandegeya Junction,2026-06-08,9,Off-Peak,Dry,569,1166,230,217,36
Wandegeya Junction,2026-06-08,9,Off-Peak,Dry,582,1499,223,259,36
Wandegeya Junction,2026-06-08,10,Off-Peak,Dry,173,223,47,60,7
Wandegeya Junction,2026-06-08,10,Off-Peak,Dry,244,448,79,106,5
Wandegeya Junction,2026-06-08,10,Off-Peak,Dry,246,519,81,92,18
Wandegeya Junction,2026-06-08,10,Off-Peak,Dry,331,341,83,151,11
Wandegeya Junction,2026-06-08,11,Off-Peak,Dry,280,387,67,111,13
Wandegeya Junction,2026-06-08,11,Off-Peak,Dry,187,386,51,64,5
Wandegeya Junction,2026-06-08,11,Off-Peak,Dry,215,278,48,65,13
Wandegeya Junction,2026-06-08,11,Off-Peak,Dry,221,394,59,79,14
Wandegeya Junction,2026-06-08,12,Off-Peak,Dry,332,348,74,127,7
Wandegeya Junction,2026-06-08,12,Off-Peak,Dry,331,443,90,124,12
Wandegeya Junction,2026-06-08,12,Off-Peak,Dry,203,394,50,65,6
Wandegeya Junction,2026-06-08,12,Off-Peak,Dry,160,327,52,63,3
Wandegeya Junction,2026-06-08,13,Off-Peak,Dry,226,386,93,102,6
Wandegeya Junction,2026-06-08,13,Off-Peak,Dry,235,493,60,84,17
Wandegeya Junction,2026-06-08,13,Off-Peak,Dry,272,535,68,97,20
Wandegeya Junction,2026-06-08,13,Off-Peak,Dry,260,452,97,123,16
Wandegeya Junction,2026-06-08,14,Off-Peak,Dry,251,571,77,93,10
Wandegeya Junction,2026-06-08,14,Off-Peak,Dry,331,578,92,131,22
Wandegeya Junction,2026-06-08,14,Off-Peak,Dry,250,464,70,112,15
Wandegeya Junction,2026-06-08,14,Off-Peak,Dry,349,548,92,144,17
Wandegeya Junction,2026-06-08,15,Off-Peak,Dry,183,296,58,85,10
Wandegeya Junction,2026-06-08,15,Off-Peak,Dry,244,593,89,113,6
Wandegeya Junction,2026-06-08,15,Off-Peak,Dry,218,332,49,103,13
Wandegeya Junction,2026-06-08,15,Off-Peak,Dry,261,363,92,89,13
Wandegeya Junction,2026-06-08,16,Peak,Dry,611,903,141,214,46
Wandegeya Junction,2026-06-08,16,Peak,Dry,542,815,179,240,21
Wandegeya Junction,2026-06-08,16,Peak,Dry,556,1214,188,175,28
Wandegeya Junction,2026-06-08,16,Peak,Dry,475,975,171,193,32
Wandegeya Junction,2026-06-08,17,Peak,Dry,641,803,174,295,13
Wandegeya Junction,2026-06-08,17,Peak,Dry,537,1288,203,240,11
Wandegeya Junction,2026-06-08,17,Peak,Dry,499,1058,132,163,26
Wandegeya Junction,2026-06-08,17,Peak,Dry,572,1407,196,259,45
Wandegeya Junction,2026-06-08,18,Peak,Dry,497,1075,140,157,39
Wandegeya Junction,2026-06-08,18,Peak,Dry,664,1154,133,202,34
Wandegeya Junction,2026-06-08,18,Peak,Dry,534,793,162,264,10
Wandegeya Junction,2026-06-08,18,Peak,Dry,563,1009,151,235,29
Wandegeya Junction,2026-06-08,19,Off-Peak,Dry,673,1242,179,214,17
Wandegeya Junction,2026-06-08,19,Off-Peak,Dry,595,934,195,222,41
Wandegeya Junction,2026-06-08,19,Off-Peak,Dry,697,793,193,256,55
Wandegeya Junction,2026-06-08,19,Off-Peak,Dry,680,874,205,305,27
Wandegeya Junction,2026-06-08,20,Off-Peak,Dry,266,457,74,89,15
Wandegeya Junction,2026-06-08,20,Off-Peak,Dry,239,349,63,111,16
Wandegeya Junction,2026-06-08,20,Off-Peak,Dry,259,500,77,107,17
Wandegeya Junction,2026-06-08,20,Off-Peak,Dry,279,525,84,86,17
Wandegeya Junction,2026-06-08,21,Off-Peak,Dry,211,406,69,82,12
Wandegeya Junction,2026-06-08,21,Off-Peak,Dry,301,467,83,107,10
Wandegeya Junction,2026-06-08,21,Off-Peak,Dry,211,377,60,68,12
Wandegeya Junction,2026-06-08,21,Off-Peak,Dry,199,369,61,76,13
Wandegeya Junction,2026-06-09,6,Off-Peak,Dry,313,630,76,94,24
Wandegeya Junction,2026-06-09,6,Off-Peak,Dry,239,394,56,112,17
Wandegeya Junction,2026-06-09,6,Off-Peak,Dry,346,503,66,142,13
Wandegeya Junction,2026-06-09,6,Off-Peak,Dry,281,432,66,124,14
Wandegeya Junction,2026-06-09,7,Peak,Dry,630,1355,146,307,36
Wandegeya Junction,2026-06-09,7,Peak,Dry,578,1095,215,252,41
Wandegeya Junction,2026-06-09,7,Peak,Dry,560,1261,187,248,15
Wandegeya Junction,2026-06-09,7,Peak,Dry,609,1015,179,250,17
Wandegeya Junction,2026-06-09,8,Peak,Dry,629,855,153,229,25
Wandegeya Junction,2026-06-09,8,Peak,Dry,805,1315,202,367,51
Wandegeya Junction,2026-06-09,8,Peak,Dry,573,982,166,257,31
Wandegeya Junction,2026-06-09,8,Peak,Dry,716,743,190,299,19
Wandegeya Junction,2026-06-09,9,Off-Peak,Dry,593,698,162,178,46
Wandegeya Junction,2026-06-09,9,Off-Peak,Dry,623,641,155,216,38
Wandegeya Junction,2026-06-09,9,Off-Peak,Dry,795,1321,204,280,62
Wandegeya Junction,2026-06-09,9,Off-Peak,Dry,603,1456,195,252,39
Wandegeya Junction,2026-06-09,10,Off-Peak,Dry,325,435,86,135,18
Wandegeya Junction,2026-06-09,10,Off-Peak,Dry,228,461,54,113,11
Wandegeya Junction,2026-06-09,10,Off-Peak,Dry,179,220,47,77,6
Wandegeya Junction,2026-06-09,10,Off-Peak,Dry,337,372,78,156,16
Wandegeya Junction,2026-06-09,11,Off-Peak,Dry,256,599,95,106,18
Wandegeya Junction,2026-06-09,11,Off-Peak,Dry,254,449,57,82,11
Wandegeya Junction,2026-06-09,11,Off-Peak,Dry,204,509,77,63,5
Wandegeya Junction,2026-06-09,11,Off-Peak,Dry,264,514,89,117,5
Wandegeya Junction,2026-06-09,12,Off-Peak,Dry,156,382,44,69,5
Wandegeya Junction,2026-06-09,12,Off-Peak,Dry,286,595,68,94,14
Wandegeya Junction,2026-06-09,12,Off-Peak,Dry,232,362,70,102,18
Wandegeya Junction,2026-06-09,12,Off-Peak,Dry,211,327,48,98,8
Wandegeya Junction,2026-06-09,13,Off-Peak,Dry,241,364,73,110,18
Wandegeya Junction,2026-06-09,13,Off-Peak,Dry,285,473,69,103,7
Wandegeya Junction,2026-06-09,13,Off-Peak,Dry,269,459,103,110,18
Wandegeya Junction,2026-06-09,13,Off-Peak,Dry,304,387,64,146,11
Wandegeya Junction,2026-06-09,14,Off-Peak,Dry,258,545,78,92,18
Wandegeya Junction,2026-06-09,14,Off-Peak,Dry,205,350,68,84,8
Wandegeya Junction,2026-06-09,14,Off-Peak,Dry,318,521,78,121,6
Wandegeya Junction,2026-06-09,14,Off-Peak,Dry,330,613,75,113,25
Wandegeya Junction,2026-06-09,15,Off-Peak,Dry,282,552,69,132,7
Wandegeya Junction,2026-06-09,15,Off-Peak,Dry,305,391,66,120,15
Wandegeya Junction,2026-06-09,15,Off-Peak,Dry,218,419,54,105,17
Wandegeya Junction,2026-06-09,15,Off-Peak,Dry,279,672,89,94,12
Wandegeya Junction,2026-06-09,16,Peak,Dry,686,1004,210,210,23
Wandegeya Junction,2026-06-09,16,Peak,Dry,777,1315,216,290,25
Wandegeya Junction,2026-06-09,16,Peak,Dry,627,1026,217,190,27
Wandegeya Junction,2026-06-09,16,Peak,Dry,748,872,214,279,44
Wandegeya Junction,2026-06-09,17,Peak,Dry,679,1200,194,260,53
Wandegeya Junction,2026-06-09,17,Peak,Dry,702,1066,171,255,42
Wandegeya Junction,2026-06-09,17,Peak,Dry,643,904,140,268,36
Wandegeya Junction,2026-06-09,17,Peak,Dry,521,774,177,245,30
Wandegeya Junction,2026-06-09,18,Peak,Dry,640,1159,159,235,13
Wandegeya Junction,2026-06-09,18,Peak,Dry,756,1259,204,252,19
